no.;Kode Baru;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /Olahan;Kelompok Makanan;Sumber TKPI 2019;Porsi (g)
;;;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium (Ca);Fosfor (P);Besi (Fe);Natrium (Na);Kalium (Ka);Tembaga (Cu);Seng (Zn);Retinol (vit. A);β-karoten;Karoten total;Thiamin (vit. B1);Riboflavin (vit. B2);Niasin;Vitamin C;BDD;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;
773;FP035;Babi hutan masak rica, masakan;56,2;491;24,6;16,3;0,2;-;2,7;18;144;1,2;1.415;327;0,2;2,6;2.193;-;-;0,61;0,47;-;0,2;100;Olahan;Daging;KZGMI-2001;100
774;FP036;Beef burger;45,5;258;10,6;9,5;32,5;0,4;2,2;210;157;2,6;572;189,1;-;-;218;-;7.580;0,95;-;-;-;100;Olahan;Daging;KZGMS-1993;100
775;FP037;Beef teriyaki, masakan;65,1;151;8,6;3,1;22,3;0,3;0,9;142;62;2,3;377;-;-;-;22;-;400;0,53;-;-;-;100;Olahan;Daging;KZGMS-1993;100
776;FP038;Beef yakiniku, masakan;67,7;132;9,8;1,1;20,7;0,3;0,8;302;67;2;409;-;-;-;78;-;700;0,62;-;-;-;100;Olahan;Daging;KZGMS-1993;100
777;FP039;Brongkos;76,4;141;15,3;3,3;12,6;1;2,4;87;97;5,1;-;-;-;-;4;-;356;0,4;-;-;-;100;Olahan;Daging;KZGPI-1990;100
778;FP040;Bulgogi, masakan;84,2;72;11,4;4,9;1,4;1,7;0,7;214;86;2,5;509;-;-;-;17;-;-;1,08;-;-;-;100;Olahan;Daging;KZGMS-1993;100
779;FP041;Chicken teriyaki, masakan;68,2;168;13;9,6;7,5;0,8;1,7;137;106;3,1;959;-;-;-;68;-;2.200;0,65;-;-;-;100;Olahan;Daging;KZGMS-1993;100
780;FP042;Chikiniku, masakan;65,4;143;9,8;1,4;22,8;0,4;0,6;301;63;2;531;-;-;-;27;-;1.280;0,73;-;-;-;100;Olahan;Daging;KZGMS-1993;100
781;FP043;Coto mangkasara, kuda, masakan;83,5;96;6,8;5,9;3,8;-;0,9;11;106;2,3;96;31;0,1;1;-;-;-;0,23;0,14;4,2;-;100;Olahan;Daging;KZGMI-2001;100
782;FP044;Coto mangkasara, sapi, masakan;85,9;84;6;6;1,4;-;0,7;8;104;4;90;25;0,3;0,6;-;-;-;0,16;0,14;10,3;-;100;Olahan;Daging;KZGMI-2001;100
783;FP045;Djibokum, masakan;43,4;248;10;2,3;40,9;0,1;3,4;116;110;2,8;401;-;-;-;52;-;1.920;0,75;-;-;-;100;Olahan;Daging;KZGMS-1993;100
784;FP046;Empal (daging) Goreng, masakan;43,9;248;36,2;6,9;10,1;-;2;131;235;6,4;848;-;-;-;112;-;620;0,55;-;-;-;100;Olahan;Daging;KZGMS-1993;100
785;FP047;Gulai kambing;78,4;126;4,2;9,4;6,2;-;1,8;45;73;1,3;302;138;0,2;1,1;151;-;-;0,13;0,01;-;-;100;Olahan;Daging;KZGMI-2001;100
786;FP048;Jangang bintatoeng, masakan;73,6;107;5,3;2,2;16,5;-;2,4;64;61;2,5;482;406;0,2;0,8;-;-;-;0,18;0,02;3,4;-;100;Olahan;Daging;KZGMI-2001;100
787;FP049;Kalio ayam, masakan;64,7;203;16;13,5;4,4;-;1,4;278;177;4,2;534;-;-;-;105;-;3.780;0,35;-;-;-;100;Olahan;Daging;KZGMS-1993;100
788;FP050;Kalio jeroan, masakan;68,9;163;16,5;9;4,1;-;1,5;102;268;7,1;570;-;-;-;298;-;1.960;0,7;-;-;-;100;Olahan;Daging;KZGMS-1993;100
789;FP051;Kalio kikil (tunjang), masakan;75,3;122;13,8;5,7;3,9;-;1,3;154;59;3,4;519;-;-;-;36;-;1.440;0,38;-;-;-;100;Olahan;Daging;KZGMS-1993;100
790;FP052;Kalio otak, masakan;70,3;157;8,1;8,8;11,4;-;1,4;212;69;3,3;604;-;-;-;32;-;1.040;0,45;-;-;-;100;Olahan;Daging;KZGMS-1993;100
791;FP053;Lawar babi, masakan;68,8;174;17;10;3;-;1,2;61;141;3;-;-;-;-;-;-;-;0,1;-;-;-;100;Olahan;Daging;KZGPI-1990;100
792;FP054;Lawar penyu, masakan;66,3;141;23;1,5;7,6;-;1,6;69;141;6;-;-;-;-;-;-;-;0,1;-;-;-;100;Olahan;Daging;KZGPI-1990;100
793;FP055;Lawara jangang, masakan;72,4;159;5;10,9;10,1;-;1,6;57;107;1,5;400;2.368,00;0,1;1;14;-;-;0,25;0,16;-;-;100;Olahan;Daging;KZGMI-2001;100
794;FP056;Naan maran sapi, masakan;14,8;478;38,3;33,9;5,1;-;7,9;30;390;11,8;220;320;0,6;3,9;33;-;-;-;-;0,2;-;100;Olahan;Daging;KZGMI-2001;100
795;FP057;Nasu likku, masakan;59;196;14,5;8,3;15,9;-;2,3;69;157;1;386;470;0,3;2;-;-;-;0,2;0,24;1,5;-;100;Olahan;Daging;KZGMI-2001;100
796;FP058;Oramu ninahu ndawa olaho, masakan;74,9;117;13,7;5;4,3;-;0,1;964;804;2;-;727;0,3;1,5;4.095;-;-;0,77;0,04;1,7;-;100;Olahan;Daging;KZGMI-2001;100
797;FP059;Paniki masak santan, masakan;25,4;460;28,5;35,2;7,2;-;3,7;188;357;5,5;2.002;532;0,4;2,5;954;-;-;0,27;0,19;-;-;100;Olahan;Daging;KZGMI-2001;100
798;FP060;Pelolah manuk, masakan;60;219;19,7;13,6;4,4;-;2,3;33;160;1,6;577;-;-;-;137;-;1.940;0,42;-;-;-;100;Olahan;Daging;KZGMI-2001;100
799;FP061;Rawon, masakan;86;60;5,4;2,5;4;0,3;1,7;272;153;3,3;-;-;-;-;11;-;1.235;0,09;-;-;-;100;Olahan;Daging;KZGPI-1990;100
800;FP062;Rendang sapi, masakan;57,9;193;22,6;7,9;7,8;-;3,8;474;211;14,9;-;-;-;-;21;-;534;0,12;-;-;-;100;Olahan;Daging;KZGPI-1990;100
801;FP063;RW, anjing, masakan;60,8;198;24,6;10,7;0,9;-;3;1.071;876;4;1.604;226;0,1;2,8;256;-;-;0,35;0,2;-;-;100;Olahan;Daging;KZGMI-2001;100
802;FP064;Sate, penyu, masakan;57,4;179;22,5;3,5;13,3;-;3,3;187;238;14,4;-;-;-;-;-;-;-;0,1;-;-;-;100;Olahan;Daging;KZGPI-1990;100
803;FP065;Sate pusut, masakan;52,1;274;12,9;18,6;13,6;-;2,8;63;190;2,7;609;-;-;-;133;-;-;0,06;-;-;-;100;Olahan;Daging;KZGMI-2001;100
804;FP066;Penyu, serapah, masakan;71,3;174;13,1;12,2;2,2;-;1,2;72;186;9,5;-;507;0,8;2,4;1.302;-;-;-;-;-;-;100;Olahan;Daging;KZGPI-1990;100
805;FP067;Sie reuboh, masakan;32,4;474;11,2;42,5;11,7;-;2,2;26;62;1,3;677;176;2,4;3,2;141;9;-;0,46;0,26;-;-;100;Olahan;Daging;KZGMI-2001;100
806;FP068;Sop buntut, masakan;86,1;71;7,5;3,6;2,2;-;0,6;286;38;3,2;490;-;-;-;119;-;2.900;0,14;-;-;-;100;Olahan;Daging;KZGMS-1993;100
807;FP069;Sop daging sapi, masakan;87,5;49;5,8;0,5;5,3;-;0,9;158;48;2,2;391;-;-;-;101;-;3.320;0,37;-;-;-;100;Olahan;Daging;KZGMS-1993;100
808;FP070;Sop kaki sapi, masakan;84,5;68;9;1,9;3,7;-;0,9;302;15;2,2;435;-;-;-;48;-;150;0,46;-;-;-;100;Olahan;Daging;KZGMS-1993;100
809;FP071;Sop kambing, masakan;91,6;34;5,5;0,8;1,1;-;1;145;37;1,6;348;-;-;-;48;-;80;0,57;-;-;-;100;Olahan;Daging;KZGMS-1993;100
810;FP072;Sop konro, masakan;85;71;7,4;2,6;4,5;-;0,5;17;60;4,6;184;25;0,3;1,3;-;-;-;0,12;0,02;10,9;-;100;Olahan;Daging;KZGMI-2001;100
811;FP073;Sop saudara, masakan;82,4;89;7,2;5;3,9;-;1,5;10;174;9;274;50;0,2;1,1;-;-;-;0,09;0,12;2;-;100;Olahan;Daging;KZGMI-2001;100
812;FP074;Soto bandung, masakan;89,9;42;3,9;1,7;2,8;0,4;1,8;74;75;1,8;-;-;-;-;6;20;0,1;-;-;-;-;100;Olahan;Daging;KZGPI-1990;100
813;FP075;Soto banjar, masakan;83,7;110;2,9;9,5;3,2;-;0,7;28;28;0,3;36;6;-;0,2;12;-;770;0,05;-;-;-;100;Olahan;Daging;KZGMI-2001;100
814;FP076;Soto betawi, masakan;75,9;135;2,5;8,8;11,5;0,5;1,3;222;72;1,9;-;-;-;-;6;-;336;0,04;-;-;-;100;Olahan;Daging;KZGPI-1990;100
815;FP077;Soto jeroan, masakan;81,4;92;11,8;4,3;1,4;-;1,1;218;48;1,9;363;-;-;-;85;-;440;0,36;-;-;-;100;Olahan;Daging;KZGMS-1993;100
816;FP078;Soto kudus, masakan;91,6;38;2,6;2,3;1,8;0,2;1,7;237;67;1,7;-;-;-;-;23;-;128;0,06;-;0,5;-;100;Olahan;Daging;KZGPI-1990;100
817;FP079;Soto madura, masakan;89,8;60;3,5;4,5;1,3;-;0,9;361;126;3,8;-;-;-;-;26;-;121;0,06;-;-;-;100;Olahan;Daging;KZGPI-1990;100
818;FP080;Soto padang, masakan;75;127;5,9;6,6;11;0,7;2;298;94;1,5;-;-;-;-;12;-;204;0,22;-;-;-;100;Olahan;Daging;KZGPI-1990;100
819;FP081;Soto pekalongan, masakan;83,8;94;3;6,8;5,1;0,3;1,3;322;79;2;-;-;-;-;14;-;119;0,29;-;-;-;100;Olahan;Daging;KZGPI-1990;100
820;FP082;Soto pemalang, masakan;86;75;3,6;5,2;3,5;-;1,7;170;80;2,1;-;-;-;-;16;-;30;0,13;-;-;-;100;Olahan;Daging;KZGPI-1990;100
821;FP083;Soto sukaraja, masakan;75,9;80;3,2;3,5;9;0,3;1,1;347;77;2,3;-;-;-;-;12;-;89;0,04;-;-;-;100;Olahan;Daging;KZGPI-1990;100
822;FP084;Soto sulung, masakan;88,1;86;2,3;8,5;-;-;1,1;200;120;2,9;-;-;-;-;20;-;105;0,08;-;-;-;100;Olahan;Daging;KZGPI-1990;100
823;FP085;Sukiyaki, masakan;81;75;5,6;0,4;12,2;0,2;0,8;109;59;0,5;426;-;-;-;41;-;1.200;0,37;-;-;-;100;Olahan;Daging;KZGMS-1993;100
824;FP086;Tedong pallu basa, masakan;81,7;83;10,4;3,4;2,8;-;1,7;10;139;2,6;397;34;0,6;1,3;-;-;-;0,09;0,53;9;-;100;Olahan;Daging;KZGMI-2001;100
825;FP087;Tikus rica, masakan;54,9;257;18,8;18,5;3,8;-;4;232;293;6,5;1.724;308;0,5;2,3;674;-;-;0,28;0,38;-;-;100;Olahan;Daging;KZGMI-2001;100
826;FP088;Tinoransa, masakan;31,6;516;17,7;49,5;-;-;1,2;698;648;3,5;1.307;320;0,1;1,8;710;-;-;0,29;0,17;-;-;100;Olahan;Daging;KZGMI-2001;100
827;FR001;Anak sapi, daging, gemuk, segar;62;184;18,8;14;-;-;5,2;10;200;2,2;118;490,1;0,17;5,8;12;37;-;0,13;0,17;7;-;100;Tunggal;Daging;DABM-1964;100
828;FR002;Anak sapi, daging, kurus, segar;69;174;19,6;10;-;-;1,4;11;201;2,9;96;399,8;0,14;4,8;6;30;-;0,08;0,14;5,7;-;100;Tunggal;Daging;DABM-1964;100
829;FR003;Anak sapi, daging, sedang, segar;68;190;19,1;12;-;-;0,9;11;193;2,9;99;412,7;0,14;4,9;12;83;-;0,14;0,15;5,9;-;100;Tunggal;Daging;DABM-1964;100
830;FR004;Angsa, daging, segar;51,1;349;16,4;31,5;-;-;1;15;188;1,8;71;299,2;0,26;1,7;273;-;-;0,1;0,24;7,1;-;60;Tunggal;Daging;DABM-1964;100
831;FR005;Ayam, daging, segar;55,9;298;18,2;25;-;-;0,9;14;200;1,5;109;385,9;0,11;2;245;5;-;0,08;0,14;10,4;-;58;Tunggal;Daging;DABM-1964;100
832;FR006;Ayam, dideh/darah, segar;82;75;13,8;1,9;0,7;-;1,6;15;9;1,3;337;234;-;-;15;-;-;0,02;-;0,6;-;100;Tunggal;Daging;DABM-1964;100
833;FR007;Ayam, hati, segar;53,4;261;27,4;16,1;1,6;-;1,5;118;373;15,8;1.068;22,9;0,84;0;4.957;169;28.000;0,64;4,38;4,1;-;100;Tunggal;Daging;KZGMS-1993;100
834;FR008;Babi, daging, gemuk,segar;42;453;11,9;45;-;-;1,1;7;117;1,8;112;819,3;0,22;0,4;-;-;-;0,58;0,59;5,9;-;100;Tunggal;Daging;DABM-1964;100
835;FR009;Babi, daging, kurus, segar;50;371;14,1;35;-;-;0,9;8;151;2,1;97;706,3;0,19;0,4;-;-;-;0,67;0,33;5,4;-;100;Tunggal;Daging;DABM-1964;100
836;FR010;Babi, ginjal, segar;77,1;110;16,3;4,6;0,8;-;1,2;11;246;8;139;390;0,71;3,2;39;10;-;0,58;1,59;9,1;13;100;Tunggal;Daging;DABM-1964;100
837;FR011;Babi, hati, segar;72,3;129;19,7;4,8;1,7;-;1,5;10;362;18;110;447;0,58;0,1;4.303;6;-;0,4;1,16;5,7;23;100;Tunggal;Daging;DABM-1964;100
838;FR012;Bebek (itik), daging, segar;54,3;321;16;28,6;-;-;1,1;15;188;1,8;54;199;0,21;1,2;273;-;-;0,1;0,28;4,3;-;60;Tunggal;Daging;DABM-1964;100
839;FR013;Bebek alabio, daging, segar;57;303;11,3;27;3,7;-;1;20;293;4,8;50;260;0,7;2;-;-;-;0,36;0,04;4,1;-;100;Tunggal;Daging;KZGMI-2001;100
840;FR014;Belibis, daging, segar;71,3;131;20,2;4,3;2,8;-;1,4;8;192;9,6;46;104;1,2;1,6;-;-;-;0,37;0,08;2,7;-;100;Tunggal;Daging;KZGMI-2001;100
841;FR015;Burung, sarang, segar;24,8;281;37,5;0,3;32,1;-;5,3;485;18;3;-;-;-;-;-;-;-;-;-;-;-;100;Tunggal;Daging;DABM-1964;100
842;FR016;Domba, daging, gemuk, segar;55,8;317;15,7;27,7;-;-;0,8;9;157;2,4;64;242,1;0,11;3,7;-;-;-;0,14;0,23;6,5;-;100;Tunggal;Daging;DABM-1964;100
843;FR017;Domba, daging, kurus, segar;66,3;202;17,1;14,8;-;-;1,8;10;191;2,6;90;355;0,08;2,8;-;-;-;0,15;0,26;5,7;-;100;Tunggal;Daging;DABM-1964;100
844;FR018;Domba, ginjal, segar;77,8;100;16,6;3,3;1;-;1,3;13;237;9,2;167;296,1;0,48;2,4;348;515;-;0,51;2,35;8;13;100;Tunggal;Daging;DABM-1964;100
845;FR019;Kambing, daging, segar;70,3;149;16,6;9,2;-;-;3,9;11;124;1;96;268,7;0,31;4,9;-;-;-;0,09;0,23;5;-;100;Tunggal;Daging;DABM-1964;100
846;FR020;Kelinci, daging, segar;74,3;142;16,9;7,8;-;-;1;7;350;1;49;371,1;-;-;-;-;-;0,11;0,11;6,8;-;100;Tunggal;Daging;FCTEA-1972;100
847;FR021;Kerbau, daging, segar;80;79;18,7;0,5;-;-;0,8;14;221;3,3;91;273;0,13;1,6;-;-;-;0,06;0,17;5;-;100;Tunggal;Daging;DABM-1964;100
848;FR022;Kuda, daging, segar;76;113;18,1;4,1;0,9;-;0,9;10;150;2,7;46;315,7;0,13;2,5;-;-;-;0,07;0,07;3;-;100;Tunggal;Daging;DABM-1964;100
849;FR023;Sapi, babat, segar;76,7;108;17,6;4,2;-;-;1,5;12;144;1;147;101,4;0,11;2,2;-;49;-;0,15;0,17;1,7;-;100;Tunggal;Daging;DABM-1964;100
850;FR024;Sapi, daging, gemuk, segar;60;273;17,5;22;-;-;0,5;10;150;2,6;93;267;0,17;6,4;12;-;-;0,08;0,18;7,3;-;100;Tunggal;Daging;DABM-1964;100
851;FR025;Sapi, daging, kurus, segar;69;174;19,6;10;-;-;1,4;11;181;2,9;83;489;0,07;4,9;6;181;-;0,07;0,51;1,2;-;100;Tunggal;Daging;DABM-1964;100
852;FR026;Sapi, daging, lemak sedang, segar;66;201;18,8;14;-;-;1,2;11;170;2,8;105;378;4,58;5,2;9;198;-;0,08;0,56;1,3;-;100;Tunggal;Daging;DABM-1964;100
853;FR027;Sapi, daleman, segar;70,1;183;12;14,4;1,4;-;2,1;43;319;1,8;277;160;0,1;0,8;-;104;-;0,31;0,22;8,5;-;100;Tunggal;Daging;KZGMI-2001;100
854;FR028;Sapi, dideh/darah;75,6;98;21,9;1,1;-;-;1,4;7;24;1,3;150;170;-;0,2;15;214;-;0,01;0,03;0,9;-;100;Tunggal;Daging;DABM-1964;100
855;FR029;Sapi, ginjal, segar;74,9;137;15;8,1;0,9;-;1,1;9;221;7,9;200;230,2;-;-;348;583;-;0,37;1,22;6,1;13;100;Tunggal;Daging;DABM-1964;100
856;FR030;Sapi, keleponan, segar;83,8;84;10,5;4,6;0,2;-;0,9;20;13;2,1;73;318;0,2;1,7;857;34;-;0,1;0,14;0,3;-;100;Tunggal;Daging;KZGMI-2001;100
857;FR031;Sapi, liver, segar;69,7;132;19,7;3,2;6;-;1,4;7;358;6,6;110;213;0,51;2,3;13.303;355;-;0,26;1,52;11,4;31;100;Tunggal;Daging;DABM-1964;100
858;FR032;Sapi, otak, segar;78,9;123;10,4;8,6;0,8;-;1,3;16;330;3,6;112;243,8;0,26;0,9;-;-;-;0,23;0,19;3,9;18;100;Tunggal;Daging;DABM-1964;100
859;FR033;Sapi, usus, segar;76,7;126;14;7,2;1,5;-;0,6;14;115;4;-;-;-;-;61;-;-;0,08;0,33;0,2;-;100;Tunggal;Daging;DABM-1964;100
860;FR034;Ulat sagu segar;65,9;241;5,8;21,6;5,8;2,8;0,9;20;70;0,5;210;210;1;7,7;-;-;-;0,17;1,45;0,1;-;100;Tunggal;Daging;KZGMI-2001;100
861;GP001;Bekicot, dendeng, mentah;6,7;441;48,7;20,3;15,8;-;8,4;692;523;16,6;-;-;-;-;6;-;1.408;0,56;-;-;69;100;Olahan;Ikan dsb;KZGPI-1990;100
862;GP002;Belut, goreng;11,2;417;25,9;19,4;32;-;11,5;840;872;4,9;71;217,7;0,3;1,8;-;-;-;-;0,2;10,5;-;-;Olahan;Ikan dsb;KZGPI-1990;100
863;GP003;Cumi-cumi, goreng;54,2;265;40,6;10,1;-;-;3,1;62;270;2,7;86;81,9;-;-;-;56;-;0,09;-;6,3;-;-;Olahan;Ikan dsb;KZGPI-1990;100
864;GP004;Ikan asin, kering;40;193;42;1,5;-;-;16,5;200;300;2,5;-;-;-;-;-;-;-;0,01;-;-;-;70;Olahan;Ikan dsb;DABM-1964;100
865;GP005;Ikan bandeng presto, masakan;45,3;296;17,1;20,3;11,3;-;6;1.422;659;1,9;-;-;-;-;6;-;400;0,14;-;-;69;100;Olahan;Ikan dsb;KZGPI-1990;100
866;GP006;Ikan baung bakar;69,8;144;17,8;5,8;5,2;-;1,4;18;169;-;168;236;0,1;0,7;-;-;-;-;-;1,3;-;-;Olahan;Ikan dsb;KZGMI-2001;100
867;GP007;Ikan Belida bakar;68,2;128;18;3;7,2;-;3,6;58;134;-;293;198;0,1;0,4;-;-;-;1,8;0,17;1,5;-;-;Olahan;Ikan dsb;KZGMI-2001;100
868;GP008;Ikan cakalang asap, mentah;56,9;204;34,2;5,6;1,9;-;1,4;14;399;1,3;176;588;0,3;0,7;1.546;-;-;0,53;0,07;-;-;70;Olahan;Ikan dsb;KZGMI-2001;100
869;GP009;Ikan cakalang asin, mentah;41,7;198;36,5;2,2;5,5;-;14,1;236;346;3,7;4.304;302,1;-;-;-;-;-;0,06;-;-;-;70;Olahan;Ikan dsb;KZGPI-1990;100
870;GP010;Ikan calo/ peda, mentah;71,3;81;11,4;1,9;3,8;-;11,6;743;174;22,6;-;-;-;-;15;-;-;-;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990;100
871;GP011;Ikan Gabus asap, mentah;26,4;261;38,1;2,3;21,9;-;11,3;2.510;1.840;2,9;320;410;0,4;0,8;114;-;-;0,1;0,1;14,5;-;80;Olahan;Ikan dsb;KZGMI-2001;100
872;GP012;Ikan Gabus, kering;24;268;58;4;-;-;14;15;100;0,1;-;-;-;-;30;-;-;0,1;-;-;-;80;Olahan;Ikan dsb;DABM-1964;100
873;GP013;Ikan gete, goreng;44,7;267;23,1;19,4;0,2;-;12,6;2.340;1.240;0,8;590;440;0,1;1,9;-;-;-;-;-;0,2;-;-;Olahan;Ikan dsb;KZGMI-2001;100
874;GP014;Ikan hiu, kering;23,1;298;46,3;3,6;20,2;-;6,8;335;846;2,5;957;1.457,00;0,5;2;661;-;-;0,84;0,11;22,5;-;-;Olahan;Ikan dsb;KZGMI-2001;100
875;GP015;Ikan katombo, asin;44,7;162;31,7;2,8;0,3;-;15,5;279;609;4,6;4.393;342,2;2,8;-;-;-;-;0,09;-;-;-;70;Olahan;Ikan dsb;KZGPI-1990;100
876;GP016;Ikan kayu, kering;23,1;302;70,7;1,9;0,4;-;3,9;313;22;4,1;345;1.045,00;-;1,8;-;-;-;1,4;0,04;20;-;-;Olahan;Ikan dsb;KZGMI-2001;100
877;GP017;Ikan Lais bakar;69,4;147;17,5;6,5;5,4;-;1,2;54;194;0,1;142;209;-;0,5;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
878;GP018;Ikan lomak asin, mentah;21,6;258;40,3;2,3;18,9;-;16,9;140;279;2,3;6.227;485,1;2,3;-;-;-;-;0,1;0,3;6;-;-;Olahan;Ikan dsb;KZGMI-2001;100
879;GP019;Ikan Mas pepes;57,5;209;15,2;11,3;11,8;0,5;4,3;686;530;6,1;74;276,7;0,1;1,9;3;-;315;0,13;0,1;2,4;-;100;Olahan;Ikan dsb;KZGPI-1990;100
880;GP020;Ikan mujahir goreng;44,7;416;46,9;23,9;-;-;2,2;346;654;0,9;54;278,9;-;0,2;12;3;8;0,12;0,1;2,2;-;100;Olahan;Ikan dsb;KZGPI-1990;100
881;GP021;Ikan Mujahir pepes;73,7;121;21,7;2,8;0,8;-;1;83;248;1,6;58;265,8;-;0,3;8;-;6;-;0,1;1,9;-;100;Olahan;Ikan dsb;KZGPI-1990;100
882;GP022;Ikan mujahir, dendeng, mentah;15,2;582;68,3;15,2;37,2;-;14,1;3.258;1.699;4,3;-;-;-;-;15;-;20;0,27;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990;100
883;GP023;Ikan Papuyu, bakar;66,6;152;17,6;6,1;6,7;-;3;244;227;3,4;320;224;0,2;1;-;-;-;-;-;-;9;-;Olahan;Ikan dsb;KZGMI-2001;100
884;GP024;Ikan Patin, bakar;70,3;144;17,5;6,3;4,3;-;1,6;191;232;1,4;379;230;0,1;0,7;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
885;GP025;Ikan peda banjar, mentah;46;156;28;4;2;-;20;174;316;3,1;59;368,8;-;0,5;33;4;-;0,1;0,1;4,7;-;90;Olahan;Ikan dsb;DABM-1964;100
886;GP026;Ikan pepetek, mentah;33;176;32;4,4;2;-;28,6;120;200;1;79;1;-;-;15;-;-;0,05;0,1;2,4;-;-;Olahan;Ikan dsb;DABM-60/64;100
887;GP027;Ikan Pindang banjar, mentah;59;157;28;4,2;1,8;-;7;50;100;1;-;-;-;-;45;-;-;0,1;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
888;GP028;Ikan Pindang benggol, mentah;57;170;31;4,2;-;-;7,8;50;100;1;-;-;-;-;45;-;-;0,1;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
889;GP029;Ikan Pindang layang, mentah;60;153;30;2,8;-;-;7,2;60;200;3;-;-;-;-;61;-;-;0,07;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
890;GP030;Ikan Pindang selar, mentah;60;142;27;3;-;-;10;60;200;3;-;-;-;-;61;-;-;0,07;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
891;GP031;Ikan sale lais, mentah;12,4;415;61,3;17,6;2,9;-;5,8;258;919;7;381;488;17,6;1;-;-;-;0,03;0,1;17,3;-;-;Olahan;Ikan dsb;KZGPI-1990;100
892;GP032;Ikan saluang, kering, mentah;33,6;284;34,1;9,9;14,6;-;7,8;1.426;1.103;9,5;1.767;263;1,3;18,7;-;-;-;0,49;0,03;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
893;GP033;Ikan sanggang, masakan;42,6;240;21,7;7,7;20,7;-;7,3;159;362;9,8;2.041;159;1,5;8,8;-;-;-;0,51;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
894;GP034;Ikan selar kuning, cue, mentah;59;138;27;3,3;-;-;0,7;50;100;2;-;-;-;-;45;-;-;0,1;-;-;-;90;Olahan;Ikan dsb;DABM-1964;100
895;GP035;Ikan selar, kering, mentah;43;194;38;3,5;-;-;15,5;20;200;1;-;-;-;-;-;-;-;0,01;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
896;GP036;Ikan sepat, kering, mentah;30;289;38;14;-;-;18;40;100;0,7;-;-;-;-;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
897;GP037;Ikan sunu, asin, mentah;34,7;199;34,1;3,8;7,1;-;20,3;94;92;2,2;377;57;0,1;3,2;2.481;-;-;1,5;0,13;7,2;-;-;Olahan;Ikan dsb;KZGMI-2001;100
898;GP038;Ikan, tepung, mentah;4,3;316;60,1;6,5;22,4;-;6,7;3.196;1.976;16,6;-;-;-;-;320;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
899;GP039;Ikan Teri nasi, kering, mentah;34,5;144;32,5;0,6;-;-;32,4;1.000;1.000;3;312;-;-;-;61;-;-;0,1;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
900;GP040;Ikan Teri, bubuk, mentah;15;277;60;2,3;1,8;-;20,9;1.209;1.225;3;-;-;-;-;90;-;-;0,1;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
901;GP041;Ikan teri, kering, mentah;37,8;170;33,4;3;-;-;25,8;1.200;1.500;3,6;-;-;-;-;64;-;-;0,15;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
902;GP042;Ikan Teri, kering, tawar, mentah;16,7;331;68,7;4,2;-;-;10,4;2.381;1.500;23,4;-;-;-;-;61;-;-;0,1;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
903;GP043;Ikan Teri, tepung, mentah;5,2;347;48,8;6,4;19,6;-;20;4.608;1.200;18,6;-;-;-;-;61;-;130;1,12;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
904;GP044;Kerang, asap, mentah;9,3;393;38,9;13,3;29,4;-;9,1;420;410;8,5;160;50;0,6;3,7;-;-;-;0,3;1,7;0,2;-;100;Olahan;Ikan dsb;KZGMI-2001;100
905;GP045;Kerang, dendeng, mentah;18,3;357;41,1;10;25,6;-;5;217;904;5,2;-;-;-;-;-;-;329;0,27;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990;100
906;GP046;Rebon, kering, mentah;21,6;299;59,4;3,6;3,2;-;12,2;2.306;625;21,4;-;-;-;-;-;-;-;0,06;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
907;GP047;Rebung laut, mentah;18,2;320;7,2;4,2;63,3;-;7,1;240;570;6,6;20;1.040,00;1,5;6,2;917;-;-;-;-;4,9;-;-;Olahan;Ikan dsb;KZGMI-2001;100
